Time, Temperature, Humidity
0,2020-01-19 08:43:22.529702,16.0,42.5
0,2020-01-19 08:43:23.072224,16.0,42.5
0,2020-01-19 08:43:23.614894,16.0,42.5
0,2020-01-19 08:43:24.157443,16.0,42.5
0,2020-01-19 08:43:24.700063,16.0,42.5
0,2020-01-19 08:43:25.242657,16.0,42.5
0,2020-01-19 08:43:25.801481,16.0,42.5
0,2020-01-19 08:43:26.344546,16.0,42.5
0,2020-01-19 08:43:26.887189,16.0,42.5
0,2020-01-19 08:43:27.429826,16.0,42.5
0,2020-01-19 08:43:27.972296,16.0,42.400001525878906
0,2020-01-19 08:43:28.514822,16.0,42.400001525878906
0,2020-01-19 08:43:29.057320,16.0,42.400001525878906
0,2020-01-19 08:43:32.132698,16.0,42.400001525878906
0,2020-01-19 08:43:32.675293,16.0,42.29999923706055
0,2020-01-19 08:43:33.217846,16.0,42.29999923706055
0,2020-01-19 08:43:33.760461,16.0,42.29999923706055
0,2020-01-19 08:43:34.303038,16.0,42.29999923706055
0,2020-01-19 08:43:34.845591,16.0,42.29999923706055
0,2020-01-19 08:43:35.388165,16.0,42.29999923706055
0,2020-01-19 08:43:35.930734,16.0,42.29999923706055
0,2020-01-19 08:43:36.473364,16.0,42.29999923706055
0,2020-01-19 08:43:37.015883,16.0,42.29999923706055
0,2020-01-19 08:43:37.566374,16.0,42.29999923706055
0,2020-01-19 08:43:38.109134,16.0,42.29999923706055
0,2020-01-19 08:43:38.651655,16.0,42.29999923706055
0,2020-01-19 08:43:39.194280,16.0,42.29999923706055
0,2020-01-19 08:43:39.736827,16.0,42.29999923706055
0,2020-01-19 08:43:40.279365,16.0,42.29999923706055
0,2020-01-19 08:43:40.821867,16.0,42.29999923706055
0,2020-01-19 08:43:41.364521,16.0,42.29999923706055
0,2020-01-19 08:43:41.907072,16.0,42.29999923706055
0,2020-01-19 08:43:44.976803,16.0,42.29999923706055
0,2020-01-19 08:43:45.519324,16.0,42.29999923706055
0,2020-01-19 08:43:46.061824,16.0,42.29999923706055
0,2020-01-19 08:43:46.604451,16.0,42.29999923706055
0,2020-01-19 08:43:47.147007,16.0,42.29999923706055
0,2020-01-19 08:43:47.689587,16.0,42.29999923706055
0,2020-01-19 08:43:48.232083,16.0,42.29999923706055
0,2020-01-19 08:43:48.774668,16.0,42.29999923706055
0,2020-01-19 08:43:49.317250,16.0,42.29999923706055
0,2020-01-19 08:43:49.859797,16.0,42.29999923706055
0,2020-01-19 08:43:50.419754,16.0,42.29999923706055
0,2020-01-19 08:43:50.962444,16.0,42.29999923706055
0,2020-01-19 08:43:51.505018,16.0,42.29999923706055
0,2020-01-19 08:43:52.047524,16.0,42.29999923706055
0,2020-01-19 08:43:52.590116,16.0,42.29999923706055
0,2020-01-19 08:43:53.132702,16.0,42.29999923706055
0,2020-01-19 08:43:53.675252,16.0,42.29999923706055
0,2020-01-19 08:43:54.217786,16.0,42.29999923706055
0,2020-01-19 08:43:54.760433,16.0,42.29999923706055
0,2020-01-19 08:43:55.302946,16.0,42.29999923706055
0,2020-01-19 08:43:55.853303,16.0,42.20000076293945
0,2020-01-19 08:43:56.396161,16.0,42.20000076293945
0,2020-01-19 08:43:59.465828,16.0,42.20000076293945
0,2020-01-19 08:44:00.008418,16.100000381469727,42.20000076293945
0,2020-01-19 08:44:00.550954,16.0,42.20000076293945
0,2020-01-19 08:44:01.103453,16.100000381469727,42.20000076293945
0,2020-01-19 08:44:01.646292,16.0,42.20000076293945
0,2020-01-19 08:44:02.188888,16.100000381469727,42.20000076293945
0,2020-01-19 08:44:02.731417,16.100000381469727,42.20000076293945
0,2020-01-19 08:44:03.273998,16.100000381469727,42.20000076293945
0,2020-01-19 08:44:03.816569,16.0,42.099998474121094
0,2020-01-19 08:44:04.359131,16.100000381469727,42.20000076293945
0,2020-01-19 08:44:04.901657,16.0,42.099998474121094
0,2020-01-19 08:44:05.444272,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:05.986865,16.0,42.099998474121094
0,2020-01-19 08:44:06.546669,16.0,42.099998474121094
0,2020-01-19 08:44:07.089571,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:07.632238,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:08.174846,16.0,42.099998474121094
0,2020-01-19 08:44:08.717369,16.0,42.099998474121094
0,2020-01-19 08:44:11.797889,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:12.340748,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:12.883471,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:13.425931,16.0,42.0
0,2020-01-19 08:44:13.968477,16.0,42.0
0,2020-01-19 08:44:17.051633,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:17.594471,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:18.137093,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:18.679645,16.0,42.099998474121094
0,2020-01-19 08:44:19.222261,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:19.764899,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:20.307546,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:20.850205,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:21.392865,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:21.935496,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:22.491771,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:23.034626,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:23.577615,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:24.120336,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:24.663002,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:25.205622,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:25.748271,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:26.290884,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:26.833630,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:27.376311,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:27.935102,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:28.478091,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:31.548559,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:34.618602,16.100000381469727,42.0
0,2020-01-19 08:44:35.161370,16.100000381469727,42.0
0,2020-01-19 08:44:35.704485,16.100000381469727,42.0
0,2020-01-19 08:44:36.247598,16.100000381469727,42.0
0,2020-01-19 08:44:36.790825,16.100000381469727,42.0
0,2020-01-19 08:44:37.333550,16.100000381469727,42.0
0,2020-01-19 08:44:37.876101,16.100000381469727,42.0
0,2020-01-19 08:44:40.951620,16.100000381469727,42.0
0,2020-01-19 08:44:41.494374,16.100000381469727,42.099998474121094
0,2020-01-19 08:44:42.036929,16.100000381469727,42.0
0,2020-01-19 08:44:45.112368,16.100000381469727,42.0
0,2020-01-19 08:44:45.655478,16.100000381469727,42.0
0,2020-01-19 08:44:46.198328,16.100000381469727,42.0
0,2020-01-19 08:44:49.274034,16.100000381469727,42.0
0,2020-01-19 08:44:49.816848,16.100000381469727,42.0
0,2020-01-19 08:44:50.359968,16.100000381469727,42.0
0,2020-01-19 08:44:50.902762,16.100000381469727,42.0
0,2020-01-19 08:44:51.462488,16.100000381469727,42.0
0,2020-01-19 08:44:52.005370,16.100000381469727,42.0
0,2020-01-19 08:44:52.548199,16.100000381469727,42.0
0,2020-01-19 08:44:53.091244,16.100000381469727,42.0
0,2020-01-19 08:44:53.634314,16.100000381469727,42.0
0,2020-01-19 08:44:54.177124,16.100000381469727,42.0
0,2020-01-19 08:44:54.719719,16.100000381469727,42.0
0,2020-01-19 08:44:55.262237,16.100000381469727,42.0
0,2020-01-19 08:44:55.804780,16.100000381469727,42.0
0,2020-01-19 08:44:56.347452,16.100000381469727,42.0
0,2020-01-19 08:44:56.906946,16.100000381469727,42.0
0,2020-01-19 08:44:57.450123,16.100000381469727,42.0
0,2020-01-19 08:44:57.992973,16.100000381469727,42.0
0,2020-01-19 08:44:58.535787,16.100000381469727,42.0
0,2020-01-19 08:44:59.078576,16.100000381469727,42.0
0,2020-01-19 08:44:59.621152,16.100000381469727,42.0
0,2020-01-19 08:45:00.163832,16.100000381469727,42.0
0,2020-01-19 08:45:00.706784,16.100000381469727,42.0
0,2020-01-19 08:45:01.249549,16.100000381469727,42.0
0,2020-01-19 08:45:01.792278,16.100000381469727,42.099998474121094
0,2020-01-19 08:45:02.341736,16.100000381469727,42.099998474121094
0,2020-01-19 08:45:02.884883,16.100000381469727,42.099998474121094
0,2020-01-19 08:45:03.428064,16.100000381469727,42.099998474121094
0,2020-01-19 08:45:03.970828,16.100000381469727,42.0
0,2020-01-19 08:45:04.513583,16.100000381469727,42.0
0,2020-01-19 08:45:05.056249,16.100000381469727,42.0
0,2020-01-19 08:45:05.598985,16.100000381469727,42.0
0,2020-01-19 08:45:06.142026,16.100000381469727,42.0
0,2020-01-19 08:45:06.685073,16.100000381469727,42.0
0,2020-01-19 08:45:07.227820,16.100000381469727,42.0
0,2020-01-19 08:45:07.783807,16.100000381469727,42.0
0,2020-01-19 08:45:08.326896,16.100000381469727,42.0
0,2020-01-19 08:45:08.869798,16.100000381469727,41.900001525878906
0,2020-01-19 08:45:09.412677,16.100000381469727,41.900001525878906
0,2020-01-19 08:45:09.955581,16.100000381469727,41.900001525878906
0,2020-01-19 08:45:13.036448,16.100000381469727,41.900001525878906
0,2020-01-19 08:45:13.579896,16.200000762939453,42.0
0,2020-01-19 08:45:14.123073,16.100000381469727,41.900001525878906
0,2020-01-19 08:45:14.666235,16.100000381469727,41.900001525878906
0,2020-01-19 08:45:17.736456,16.100000381469727,41.900001525878906
0,2020-01-19 08:45:18.292985,16.200000762939453,42.0
0,2020-01-19 08:45:18.836486,16.100000381469727,41.900001525878906
0,2020-01-19 08:45:19.379681,16.100000381469727,41.900001525878906
0,2020-01-19 08:45:19.922828,16.200000762939453,42.0
0,2020-01-19 08:45:20.466051,16.100000381469727,41.900001525878906
0,2020-01-19 08:45:21.009023,16.200000762939453,42.0
0,2020-01-19 08:45:21.551951,16.200000762939453,42.0
0,2020-01-19 08:45:22.095072,16.200000762939453,42.0
0,2020-01-19 08:45:22.638268,16.200000762939453,42.0
0,2020-01-19 08:45:23.181539,16.100000381469727,41.900001525878906
0,2020-01-19 08:45:23.724604,16.100000381469727,41.900001525878906
0,2020-01-19 08:45:24.267811,16.200000762939453,42.0
0,2020-01-19 08:45:24.810954,16.200000762939453,42.0
0,2020-01-19 08:45:25.353711,16.100000381469727,41.900001525878906
0,2020-01-19 08:45:25.896638,16.100000381469727,41.900001525878906
0,2020-01-19 08:45:28.978619,16.200000762939453,42.0
0,2020-01-19 08:45:29.523609,16.200000762939453,42.0
0,2020-01-19 08:45:30.066634,16.100000381469727,41.900001525878906
0,2020-01-19 08:45:30.609596,16.200000762939453,42.0
0,2020-01-19 08:45:31.152853,16.200000762939453,41.900001525878906
0,2020-01-19 08:45:31.696865,16.100000381469727,41.900001525878906
0,2020-01-19 08:45:32.241137,16.100000381469727,41.900001525878906
0,2020-01-19 08:45:32.784120,16.100000381469727,41.900001525878906
0,2020-01-19 08:45:33.326994,16.200000762939453,41.900001525878906
0,2020-01-19 08:45:36.397456,16.100000381469727,41.900001525878906
0,2020-01-19 08:45:36.940727,16.200000762939453,41.900001525878906
0,2020-01-19 08:45:37.484702,16.200000762939453,41.900001525878906
0,2020-01-19 08:45:38.028691,16.200000762939453,41.900001525878906
0,2020-01-19 08:45:38.573877,16.200000762939453,41.900001525878906
0,2020-01-19 08:45:39.116507,16.100000381469727,41.79999923706055
0,2020-01-19 08:45:42.186186,16.100000381469727,41.79999923706055
0,2020-01-19 08:45:42.728883,16.200000762939453,41.900001525878906
0,2020-01-19 08:45:43.271466,16.200000762939453,41.900001525878906
0,2020-01-19 08:45:43.813989,16.100000381469727,41.79999923706055
0,2020-01-19 08:45:44.356591,16.200000762939453,41.900001525878906
0,2020-01-19 08:45:44.899125,16.100000381469727,41.79999923706055
0,2020-01-19 08:45:45.441697,16.200000762939453,41.900001525878906
0,2020-01-19 08:45:45.984237,16.200000762939453,41.900001525878906
0,2020-01-19 08:45:46.526840,16.100000381469727,41.79999923706055
0,2020-01-19 08:45:47.069483,16.100000381469727,41.79999923706055
0,2020-01-19 08:45:47.627672,16.100000381469727,41.79999923706055
0,2020-01-19 08:45:48.170411,16.100000381469727,41.79999923706055
0,2020-01-19 08:45:48.712973,16.200000762939453,41.79999923706055
0,2020-01-19 08:45:49.255495,16.200000762939453,41.79999923706055
0,2020-01-19 08:45:49.797964,16.100000381469727,41.79999923706055
0,2020-01-19 08:45:50.340485,16.100000381469727,41.79999923706055
0,2020-01-19 08:45:50.883036,16.200000762939453,41.79999923706055
0,2020-01-19 08:45:51.425624,16.200000762939453,41.79999923706055
0,2020-01-19 08:45:51.968234,16.200000762939453,41.79999923706055
0,2020-01-19 08:45:52.510676,16.100000381469727,41.79999923706055
0,2020-01-19 08:45:53.063479,16.200000762939453,41.79999923706055
0,2020-01-19 08:45:53.606201,16.200000762939453,41.79999923706055
0,2020-01-19 08:45:54.148680,16.200000762939453,41.79999923706055
0,2020-01-19 08:45:57.218247,16.100000381469727,41.79999923706055
0,2020-01-19 08:45:57.760788,16.200000762939453,41.79999923706055
0,2020-01-19 08:45:58.317047,16.200000762939453,41.79999923706055
0,2020-01-19 08:45:58.859872,16.200000762939453,41.79999923706055
0,2020-01-19 08:45:59.402481,16.200000762939453,41.79999923706055
0,2020-01-19 08:45:59.945064,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:00.487672,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:01.030232,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:01.572851,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:02.115491,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:02.658075,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:03.200564,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:03.754106,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:04.296828,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:04.839375,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:05.381803,16.100000381469727,41.79999923706055
0,2020-01-19 08:46:05.924438,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:06.467051,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:07.009568,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:07.552007,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:08.094512,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:08.637031,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:09.192484,16.200000762939453,41.70000076293945
0,2020-01-19 08:46:09.735165,16.200000762939453,41.70000076293945
0,2020-01-19 08:46:10.277683,16.200000762939453,41.70000076293945
0,2020-01-19 08:46:10.820280,16.200000762939453,41.70000076293945
0,2020-01-19 08:46:11.362854,16.200000762939453,41.70000076293945
0,2020-01-19 08:46:11.905399,16.200000762939453,41.70000076293945
0,2020-01-19 08:46:12.447952,16.200000762939453,41.70000076293945
0,2020-01-19 08:46:12.990572,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:13.533099,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:14.075713,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:14.635067,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:15.177771,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:15.720449,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:16.263000,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:16.805621,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:17.348177,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:17.890704,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:18.433220,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:18.975769,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:19.518296,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:20.072292,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:20.615156,16.200000762939453,41.900001525878906
0,2020-01-19 08:46:21.157753,16.200000762939453,41.900001525878906
0,2020-01-19 08:46:21.700459,16.200000762939453,41.900001525878906
0,2020-01-19 08:46:22.243137,16.200000762939453,41.900001525878906
0,2020-01-19 08:46:22.785793,16.200000762939453,41.900001525878906
0,2020-01-19 08:46:23.328367,16.200000762939453,41.900001525878906
0,2020-01-19 08:46:23.870968,16.200000762939453,41.900001525878906
0,2020-01-19 08:46:24.413578,16.200000762939453,41.900001525878906
0,2020-01-19 08:46:24.956112,16.200000762939453,41.900001525878906
0,2020-01-19 08:46:28.025849,16.200000762939453,41.900001525878906
0,2020-01-19 08:46:28.568510,16.200000762939453,41.900001525878906
0,2020-01-19 08:46:29.111038,16.200000762939453,41.900001525878906
0,2020-01-19 08:46:29.653592,16.200000762939453,41.900001525878906
0,2020-01-19 08:46:30.196141,16.200000762939453,41.900001525878906
0,2020-01-19 08:46:30.738605,16.200000762939453,41.900001525878906
0,2020-01-19 08:46:31.281080,16.200000762939453,41.900001525878906
0,2020-01-19 08:46:31.823651,16.200000762939453,41.900001525878906
0,2020-01-19 08:46:32.366243,16.200000762939453,41.900001525878906
0,2020-01-19 08:46:32.908824,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:33.475292,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:34.018641,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:34.561067,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:35.103600,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:35.646144,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:36.188761,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:36.731273,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:37.273902,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:37.816421,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:38.359036,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:41.428665,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:41.971190,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:42.513764,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:43.056288,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:46.131626,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:46.700294,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:47.243043,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:47.785593,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:48.328176,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:48.870750,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:49.413347,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:49.955896,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:50.498480,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:51.040957,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:51.583513,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:52.139930,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:52.682837,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:53.225393,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:53.767969,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:54.310509,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:54.853098,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:55.395652,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:55.938267,16.200000762939453,41.900001525878906
0,2020-01-19 08:46:56.480806,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:57.023360,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:57.579204,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:58.121906,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:58.664473,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:59.207044,16.200000762939453,41.79999923706055
0,2020-01-19 08:46:59.749637,16.200000762939453,41.79999923706055
0,2020-01-19 08:47:00.292140,16.200000762939453,41.79999923706055
0,2020-01-19 08:47:00.834701,16.200000762939453,41.79999923706055
0,2020-01-19 08:47:01.377201,16.200000762939453,41.79999923706055
0,2020-01-19 08:47:01.919657,16.200000762939453,41.79999923706055
0,2020-01-19 08:47:02.462174,16.200000762939453,41.900001525878906
0,2020-01-19 08:47:03.016983,16.200000762939453,41.79999923706055
0,2020-01-19 08:47:03.559727,16.200000762939453,41.900001525878906
0,2020-01-19 08:47:06.635025,16.200000762939453,41.900001525878906
0,2020-01-19 08:47:07.177718,16.200000762939453,41.900001525878906
0,2020-01-19 08:47:07.720339,16.200000762939453,41.900001525878906
0,2020-01-19 08:47:08.279168,16.200000762939453,41.900001525878906
0,2020-01-19 08:47:08.821814,16.200000762939453,41.900001525878906
0,2020-01-19 08:47:09.364523,16.200000762939453,41.900001525878906
0,2020-01-19 08:47:09.907099,16.200000762939453,41.900001525878906
0,2020-01-19 08:47:10.449761,16.200000762939453,41.900001525878906
0,2020-01-19 08:47:10.992326,16.200000762939453,41.900001525878906
0,2020-01-19 08:47:11.534899,16.200000762939453,41.900001525878906
0,2020-01-19 08:47:12.077437,16.200000762939453,41.900001525878906
0,2020-01-19 08:47:12.620076,16.200000762939453,41.900001525878906
0,2020-01-19 08:47:13.162651,16.200000762939453,41.900001525878906
0,2020-01-19 08:47:13.721792,16.200000762939453,41.900001525878906
0,2020-01-19 08:47:14.264811,16.200000762939453,42.0
0,2020-01-19 08:47:14.807476,16.200000762939453,42.0
0,2020-01-19 08:47:17.877229,16.200000762939453,42.0
0,2020-01-19 08:47:18.419852,16.200000762939453,42.0
0,2020-01-19 08:47:18.972507,16.200000762939453,42.0
0,2020-01-19 08:47:19.515263,16.200000762939453,42.0
0,2020-01-19 08:47:20.057842,16.200000762939453,42.0
0,2020-01-19 08:47:20.600459,16.200000762939453,42.0
0,2020-01-19 08:47:21.143090,16.200000762939453,42.0
0,2020-01-19 08:47:21.685671,16.200000762939453,42.0
0,2020-01-19 08:47:22.228372,16.299999237060547,42.099998474121094
0,2020-01-19 08:47:22.770936,16.200000762939453,42.0
0,2020-01-19 08:47:23.313601,16.200000762939453,42.0
0,2020-01-19 08:47:23.856263,16.200000762939453,42.0
0,2020-01-19 08:47:24.410096,16.200000762939453,42.0
0,2020-01-19 08:47:24.952853,16.200000762939453,42.0
0,2020-01-19 08:47:25.495379,16.200000762939453,42.0
0,2020-01-19 08:47:26.037920,16.200000762939453,42.0
0,2020-01-19 08:47:26.580603,16.200000762939453,42.0
0,2020-01-19 08:47:27.123295,16.200000762939453,42.0
0,2020-01-19 08:47:27.665908,16.200000762939453,42.0
0,2020-01-19 08:47:28.208406,16.299999237060547,42.0
0,2020-01-19 08:47:31.277963,16.200000762939453,41.900001525878906
0,2020-01-19 08:47:31.820497,16.299999237060547,42.0
0,2020-01-19 08:47:32.363155,16.200000762939453,42.0
0,2020-01-19 08:47:32.905635,16.299999237060547,42.0
0,2020-01-19 08:47:33.448240,16.200000762939453,42.0
0,2020-01-19 08:47:33.990720,16.299999237060547,42.0
0,2020-01-19 08:47:34.533297,16.200000762939453,41.900001525878906
0,2020-01-19 08:47:35.075838,16.299999237060547,42.0
0,2020-01-19 08:47:35.618413,16.299999237060547,42.0
0,2020-01-19 08:47:38.688073,16.299999237060547,42.0
0,2020-01-19 08:47:39.230541,16.299999237060547,42.0
0,2020-01-19 08:47:39.773068,16.299999237060547,42.0
0,2020-01-19 08:47:40.315739,16.299999237060547,41.900001525878906
0,2020-01-19 08:47:40.858484,16.299999237060547,41.900001525878906
0,2020-01-19 08:47:41.401097,16.299999237060547,41.900001525878906
0,2020-01-19 08:47:41.943764,16.299999237060547,41.900001525878906
0,2020-01-19 08:47:42.486388,16.299999237060547,41.900001525878906
0,2020-01-19 08:47:43.028992,16.200000762939453,41.900001525878906
0,2020-01-19 08:47:48.625974,16.299999237060547,41.900001525878906
0,2020-01-19 08:47:51.695891,16.299999237060547,41.900001525878906
0,2020-01-19 08:47:52.238550,16.299999237060547,41.900001525878906
0,2020-01-19 08:47:52.781141,16.299999237060547,41.900001525878906
0,2020-01-19 08:47:53.323769,16.299999237060547,41.900001525878906
0,2020-01-19 08:47:53.878128,16.299999237060547,41.900001525878906
0,2020-01-19 08:47:56.948130,16.299999237060547,41.900001525878906
0,2020-01-19 08:47:57.490795,16.299999237060547,41.900001525878906
0,2020-01-19 08:47:58.033521,16.299999237060547,41.900001525878906
0,2020-01-19 08:47:58.576180,16.299999237060547,41.900001525878906
0,2020-01-19 08:47:59.118969,16.299999237060547,41.900001525878906
0,2020-01-19 08:47:59.661609,16.299999237060547,41.900001525878906
0,2020-01-19 08:48:00.204265,16.299999237060547,41.900001525878906
0,2020-01-19 08:48:00.746957,16.299999237060547,41.900001525878906
0,2020-01-19 08:48:01.289670,16.299999237060547,41.900001525878906
0,2020-01-19 08:48:01.832350,16.299999237060547,41.900001525878906
0,2020-01-19 08:48:02.375007,16.299999237060547,41.900001525878906
0,2020-01-19 08:48:02.917664,16.299999237060547,41.900001525878906
0,2020-01-19 08:48:03.460380,16.299999237060547,41.900001525878906
0,2020-01-19 08:48:04.003103,16.299999237060547,41.900001525878906
